LATITUDE,LONGITUDE
9.368490849,42.40598715
9.410017836,41.35050734
9.405629266,35.63904875
9.388990267,37.14210513
9.360033665,41.58286148
9.442684245,35.31375623
9.467489993,42.14958819
9.568910056,37.10346348
9.399769538,39.00297628
9.401463775,34.75670965
9.428428495,38.41699262
9.447249926,35.09683131
9.445564307,37.42731823
9.34453432,34.54038851
9.528018857,42.60952951
9.543922439,42.29106942
9.593889774,38.62183025
9.468604467,38.23486195
9.568519701,35.47688589
9.611585523,39.23150269
9.584165364,38.91622803
9.66267366,38.85414741
9.600463167,36.8352383
9.788625057,38.73662074
9.702971213,35.27283885
9.648696961,37.11242727
9.639112339,37.75130934
9.749110033,38.30497998
9.670476897,37.98118767
9.73106505,36.47236052
9.734702439,37.35684746
9.763725901,35.02732619
9.7966422,38.73638094
